CustomerKey,CustomerCode,FirstName,LastName,Education,Occupation,GeographyKey
7360,18359,Alexandria,Bryant,Partial College,Skilled Manual,9
7362,18361,Marcus,Simmons,Partial College,Skilled Manual,26
2940,13939,Eduardo,Ramirez,Graduate Degree,Professional,12
2943,13942,Seth,Long,Partial College,Skilled Manual,42
2944,13943,Kelly,Bryant,Partial College,Skilled Manual,39
2947,13946,Jason,Powell,Bachelors,Professional,77
2948,13947,Megan,Hughes,Graduate Degree,Professional,25
2949,13948,Susan,Ma,Graduate Degree,Professional,16
2950,13949,Dwayne,Ramos,Graduate Degree,Professional,16
2946,13945,Yolanda,Luo,Partial College,Skilled Manual,8
7361,18360,Eric,Li,Partial College,Skilled Manual,27
2985,13984,Adrian,Richardson,Partial College,Skilled Manual,19
2951,13950,Meredith,Hernandez,Graduate Degree,Professional,8
7358,18357,Trinity,Reed,Bachelors,Management,80
2990,13989,Chloe,Bradley,Partial College,Skilled Manual,29
2941,13940,Emma,Simmons,Graduate Degree,Professional,54
2978,13977,Alexandra,Brown,Bachelors,Management,80
2686,13685,Briana,Torres,Bachelors,Skilled Manual,62
2697,13696,Katherine,Edwards,Partial College,Clerical,66
2539,13538,Vanessa,Henderson,Partial College,Manual,106
2543,13542,Sharon,Kumar,Bachelors,Clerical,59
3208,14207,José,Saraiva,Partial High School,Professional,107
3423,14422,Cara,Lu,Bachelors,Management,93
3426,14425,Victor,Carlson,High School,Professional,98
3427,14426,Madison,Hughes,Partial College,Professional,72
4102,15101,Shawn,Shan,Bachelors,Management,64
2533,13532,Melody,Gill,Graduate Degree,Clerical,95
2687,13686,Peter,Jai,Bachelors,Skilled Manual,65
3199,14198,Daisy,Romero,High School,Management,57
3429,14428,Cassie,Andersen,Partial College,Professional,95
4101,15100,Brenda,Chandra,Bachelors,Management,66
4690,15689,Stacey,Wang,Partial College,Professional,105
4694,15693,Isabel,Barnes,High School,Professional,70
4704,15703,Alison,Chande,High School,Professional,71
4706,15705,Gabriel,Simmons,Partial College,Management,72
4705,15704,Peter,Luo,High School,Professional,107
14493,25492,Gabriella,Sanchez,Bachelors,Skilled Manual,64
14499,25498,Shane,Kapoor,Bachelors,Skilled Manual,59
14636,25635,Warren,Zhao,Bachelors,Professional,96
12961,23960,Eugene,Zheng,Partial College,Clerical,59
12962,23961,Karen,Huang,Partial College,Clerical,61
14603,25602,Jermaine,Sara,Graduate Degree,Skilled Manual,59
14652,25651,Alvin,Yuan,Bachelors,Skilled Manual,94
14498,25497,Marcus,Torres,Bachelors,Skilled Manual,72
2698,13697,Jésus,Munoz,Partial College,Clerical,63
2699,13698,Catherine,Sanchez,Partial College,Clerical,106
5410,16409,Ebony,Moreno,Bachelors,Skilled Manual,62
5414,16413,Julia,Gonzalez,High School,Manual,67
5415,16414,Kelly,Flores,Partial High School,Manual,70
5397,16396,Keith,Rai,Partial High School,Manual,99
5400,16399,Arturo,Xu,Bachelors,Clerical,59
5420,16419,Lacey,Simpson,High School,Manual,59
5423,16422,Kurt,Xu,High School,Manual,108
5430,16429,Jaclyn,Luo,Partial College,Clerical,61
5398,16397,Andy,Navarro,Partial College,Manual,62
5412,16411,Stanley,Sanchez,Partial High School,Manual,63
8868,19867,Juan,Sanchez,Partial College,Professional,24
8869,19868,Kyle,Jenkins,Bachelors,Management,9
8872,19871,Bryce,Rivera,Partial College,Professional,86
8876,19875,Patrick,James,Partial College,Professional,53
695,11694,Jonathon,Ortega,Bachelors,Skilled Manual,28
697,11696,Mackenzie,Campbell,Bachelors,Skilled Manual,74
698,11697,Eduardo,Lee,Bachelors,Skilled Manual,20
700,11699,Chase,Peterson,Bachelors,Skilled Manual,4
702,11701,David,Hayes,Bachelors,Professional,56
703,11702,Jenny,Zhou,Bachelors,Professional,15
704,11703,Kaylee,Baker,Bachelors,Professional,43
705,11704,Evan,Hernandez,Bachelors,Professional,27
3507,14506,Stacy,Suarez,Bachelors,Management,3
3509,14508,Madison,Hall,Graduate Degree,Management,9
3510,14509,Bridget,Deng,Partial College,Skilled Manual,3
3511,14510,Samuel,Hernandez,Bachelors,Management,11
3512,14511,Danielle,Rogers,Bachelors,Management,80
6450,17449,Jackson,Adams,Graduate Degree,Management,74
5767,16766,Summer,Arun,Graduate Degree,Skilled Manual,41
5768,16767,Rafael,Liu,Graduate Degree,Skilled Manual,12
5770,16769,Tyler,Walker,Graduate Degree,Skilled Manual,42
5771,16770,Charles,Rogers,Graduate Degree,Skilled Manual,18
2189,13188,Anthony,Davis,Graduate Degree,Management,79
2197,13196,Kimberly,Sanders,Bachelors,Management,80
14870,25869,Lucas,Parker,High School,Professional,7
5769,16768,Eduardo,Barnes,Graduate Degree,Skilled Manual,30
10456,21455,Samuel,Shan,High School,Professional,8
10457,21456,Dalton,Gonzales,High School,Professional,76
18896,CS804,Unknown,Unknown,Unknown,Unknown,151
18883,CS788,Unknown,Unknown,Unknown,Unknown,152
10458,21457,Jamie,Serrano,High School,Professional,41
15073,26072,Kelli,Zhang,Partial High School,Skilled Manual,41
15079,26078,Alberto,Dominguez,Partial College,Professional,8
15080,26079,Ryan,Robinson,Partial College,Professional,8
15082,26081,Edward,Green,Partial College,Professional,10
15115,26114,Isaac,Peterson,Graduate Degree,Management,16
15118,26117,Samuel,Wright,Partial College,Professional,24
15119,26118,Ashley,Butler,Partial College,Professional,20
15120,26119,Danielle,Gray,Partial College,Professional,41
15121,26120,Miguel,Lewis,Partial College,Professional,24
15123,26122,Lauren,Gonzales,Partial College,Professional,39
15124,26123,Isabella,Scott,Partial College,Professional,31
15125,26124,Riley,James,Partial College,Professional,30
15126,26125,Sara,Roberts,Partial College,Professional,1
15173,26172,Madeline,Hernandez,High School,Skilled Manual,41
15182,26181,Lucas,Ross,High School,Skilled Manual,11
15194,26193,Luis,Edwards,Partial College,Skilled Manual,41
15196,26195,Alyssa,Rivera,Partial College,Skilled Manual,31
15197,26196,Gavin,Griffin,High School,Skilled Manual,40
15198,26197,Marcus,Lopez,Partial College,Skilled Manual,29
15199,26198,Alyssa,Taylor,Partial College,Skilled Manual,6
15202,26201,Dalton,Watson,Bachelors,Management,38
15625,26624,Elizabeth,Russell,Partial College,Skilled Manual,10
15626,26625,Lauren,Barnes,Graduate Degree,Professional,52
15627,26626,Dalton,Taylor,Graduate Degree,Professional,15
15628,26627,Jose,Alexander,Graduate Degree,Professional,45
15632,26631,Isaiah,Stewart,Partial College,Skilled Manual,9
15633,26632,Isabella,Moore,Partial College,Skilled Manual,8
15635,26634,Devin,Walker,Partial College,Skilled Manual,56
15636,26635,Jasmine,Harris,Partial College,Skilled Manual,17
15646,26645,Morgan,Richardson,Bachelors,Professional,30
956,11955,Gabriel,Green,Partial College,Skilled Manual,55
957,11956,Alexandria,Sandberg,High School,Skilled Manual,41
959,11958,Dylan,Lal,Partial College,Professional,53
960,11959,Elizabeth,Davis,Partial College,Professional,36
961,11960,Ana,Griffin,Partial College,Professional,7
962,11961,Anne,Alvarez,Partial College,Professional,16
971,11970,Bailey,Collins,Bachelors,Management,48
972,11971,Amanda,Adams,Bachelors,Management,22
973,11972,Katherine,Williams,Partial College,Professional,84
950,11949,Julia,Brooks,Partial College,Skilled Manual,32
951,11950,Jordan,Carter,Partial College,Skilled Manual,45
954,11953,Courtney,Wright,High School,Skilled Manual,87
15620,26619,Thomas,Hill,Partial College,Skilled Manual,83
15622,26621,Sarah,Wood,Partial College,Skilled Manual,3
15623,26622,Jan,Howard,Partial College,Skilled Manual,84
15624,26623,Alexandra,Ross,Partial College,Skilled Manual,80
5786,16785,Christian,Lee,Bachelors,Management,74
5788,16787,Nicole,Jackson,Bachelors,Management,2
5789,16788,Ronnie,Gao,Bachelors,Management,15
5790,16789,Jennifer,Harris,Bachelors,Management,10
5791,16790,Hunter,Lopez,Bachelors,Management,77
5793,16792,Maria,Torres,Bachelors,Management,54
5794,16793,Savannah,Hernandez,Bachelors,Management,27
5795,16794,Taylor,Cook,Bachelors,Management,7
5796,16795,Regina,Garcia,Bachelors,Management,16
15076,26075,Jessica,Walker,Partial College,Professional,4
15172,26171,Randall,Ruiz,High School,Skilled Manual,30
15195,26194,Miguel,Brown,Partial College,Skilled Manual,42
15634,26633,Gabrielle,Ward,Partial College,Skilled Manual,39
15081,26080,Sydney,Roberts,Partial College,Professional,11
15117,26116,Ashley,Martin,Graduate Degree,Management,92
15179,26178,Paige,Price,High School,Skilled Manual,52
15200,26199,Matthew,White,Partial College,Skilled Manual,35
958,11957,Courtney,Hernandez,Partial College,Skilled Manual,7
5787,16786,Lucas,Reed,Bachelors,Management,39
15122,26121,Madeline,Nelson,Partial College,Professional,56
15629,26628,Lucas,Lee,High School,Skilled Manual,1
963,11962,Alexandra,Roberts,Partial College,Professional,2
974,11973,Caroline,Barnes,Partial College,Professional,73
5889,16888,Arianna,Hughes,Partial High School,Skilled Manual,44
5890,16889,Daniel,Rodriguez,Partial High School,Skilled Manual,32
5891,16890,Timothy,Reed,Partial High School,Skilled Manual,79
5892,16891,Natalie,Gonzales,High School,Professional,31
5894,16893,Isaac,Howard,Graduate Degree,Management,4
5895,16894,Abigail,Walker,Graduate Degree,Management,81
5896,16895,Chloe,Gonzales,Partial College,Professional,36
5897,16896,Natalie,Perez,Partial College,Professional,44
5899,16898,Angel,Reed,Partial College,Professional,26
12503,23502,Logan,Lopez,Graduate Degree,Management,39
12506,23505,Connor,Sharma,Partial College,Professional,15
16014,27013,Alisha,Yuan,Partial College,Clerical,12
16055,27054,Shawn,Sharma,Partial College,Clerical,2
16056,27055,Isabella,Sanchez,Partial College,Clerical,28
6452,17451,Isabelle,Wood,High School,Professional,8
6453,17452,Mitchell,Nath,High School,Professional,53
6454,17453,Hailey,Reed,High School,Professional,76
6458,17457,Katherine,Allen,Partial High School,Skilled Manual,29
6459,17458,Jason,Collins,High School,Professional,38
6460,17459,Cassidy,Barnes,High School,Professional,16
6461,17460,Megan,Murphy,High School,Professional,43
6463,17462,Jesse,Rogers,Graduate Degree,Management,23
6464,17463,Nicholas,Moore,Graduate Degree,Management,87
12361,23360,Marcus,Moore,Graduate Degree,Management,34
12362,23361,Chloe,Lopez,Graduate Degree,Management,12
12464,23463,Sean,Hill,Bachelors,Management,55
12465,23464,Devin,Turner,Graduate Degree,Management,21
12469,23468,Sean,Roberts,Graduate Degree,Management,46
12470,23469,Christina,Gray,Graduate Degree,Management,17
9201,20200,Noah,Gonzales,Graduate Degree,Professional,86
9202,20201,Chloe,Harris,Graduate Degree,Professional,36
9204,20203,Roy,Blanco,Graduate Degree,Professional,3
9205,20204,Renee,Carlson,Graduate Degree,Professional,16
9206,20205,Bryce,Cox,Bachelors,Professional,3
9211,20210,Stephanie,Powell,Graduate Degree,Professional,25
9273,20272,Seth,James,High School,Skilled Manual,8
9275,20274,Brent,Wang,High School,Skilled Manual,92
9279,20278,Alisha,Oliver,High School,Skilled Manual,30
9280,20279,Trevor,Henderson,High School,Skilled Manual,17
9282,20281,Karl,Xie,High School,Skilled Manual,92
9286,20285,Aaron,Alexander,High School,Skilled Manual,82
9287,20286,Stacey,Wu,Partial College,Skilled Manual,2
9289,20288,Jeremiah,Edwards,Partial College,Skilled Manual,40
9290,20289,Jada,Richardson,Partial College,Skilled Manual,23
9291,20290,Austin,Simmons,Partial College,Skilled Manual,38
9292,20291,Alexis,Walker,High School,Skilled Manual,21
9193,20192,Amber,Campbell,Graduate Degree,Professional,16
9194,20193,Alyssa,Gray,Graduate Degree,Professional,23
9195,20194,Connor,Campbell,Partial College,Skilled Manual,19
9196,20195,Blake,Wilson,Partial College,Skilled Manual,84
9198,20197,Olivia,Johnson,Partial College,Skilled Manual,78
9199,20198,Sierra,Evans,Bachelors,Professional,56
7870,18869,Ashley,Flores,Partial College,Professional,31
7871,18870,Ana,Barnes,Partial College,Professional,3
7874,18873,Austin,Rodriguez,Graduate Degree,Management,48
7875,18874,Julia,Green,Graduate Degree,Management,86
18876,CS707,Unknown,Unknown,Unknown,Unknown,35
18890,CS797,Unknown,Unknown,Unknown,Unknown,142
9197,20196,Cameron,Perry,Partial College,Skilled Manual,25
9208,20207,Angel,Bailey,Bachelors,Professional,43
11224,22223,Gabrielle,Parker,Partial College,Professional,23
11254,22253,Stephanie,Reed,Graduate Degree,Professional,53
7873,18872,Miguel,Severino,Graduate Degree,Management,53
11299,22298,Marcus,Williams,Bachelors,Professional,37
9129,20128,Ian,Miller,Graduate Degree,Skilled Manual,52
6448,17447,Sydney,Lewis,Graduate Degree,Management,30
6457,17456,Trevor,Wood,Partial High School,Skilled Manual,11
11259,22258,Jessica,Reed,Graduate Degree,Professional,55
11274,22273,Patricia,Rodriguez,Bachelors,Professional,24
9181,20180,Amanda,Sanders,Partial College,Skilled Manual,36
6462,17461,Sara,Allen,High School,Professional,80
9192,20191,Chad,Rai,Graduate Degree,Professional,16
6465,17464,Jeremy,Rodriguez,Graduate Degree,Management,78
11249,22248,Gary,Ramos,Bachelors,Skilled Manual,41
11264,22263,Patrick,Blue,Bachelors,Skilled Manual,82
9288,20287,Destiny,Simmons,Partial College,Skilled Manual,24
11294,22293,Jasmine,Johnson,Bachelors,Professional,22
9320,20319,Dylan,Alexander,Graduate Degree,Skilled Manual,29
9321,20320,Mindy,Nath,Graduate Degree,Skilled Manual,2
9322,20321,Colleen,Chen,Graduate Degree,Skilled Manual,12
9324,20323,Justin,Coleman,Partial College,Professional,7
9325,20324,Ashley,Rodriguez,Partial College,Professional,2
9332,20331,Jeremy,Cox,Partial College,Professional,8
1060,12059,Jason,Jenkins,Bachelors,Management,73
1147,12146,Xavier,Thomas,Bachelors,Management,30
1151,12150,Logan,Wang,Graduate Degree,Management,44
1152,12151,Steven,Kelly,Bachelors,Management,36
1153,12152,Adrian,Ramirez,Bachelors,Management,36
1158,12157,William,White,Graduate Degree,Management,6
14019,25018,Lucas,Robinson,Partial College,Skilled Manual,33
14025,25024,Brad,Pritchett,Bachelors,Professional,24
14026,25025,Spencer,Bryant,Partial College,Skilled Manual,37
14039,25038,Isabella,Hall,Partial College,Skilled Manual,29
14041,25040,Julian,Perry,High School,Skilled Manual,81
6478,17477,Miranda,Griffin,Bachelors,Management,53
6481,17480,Lucas,Gonzalez,Partial College,Skilled Manual,23
6489,17488,Jason,Adams,Partial College,Skilled Manual,10
6491,17490,Grace,Moore,Partial College,Skilled Manual,40
9296,20295,Christopher,Brown,Partial College,Skilled Manual,74
9302,20301,Gloria,Bradley,Partial College,Skilled Manual,8
9305,20304,Jesse,Edwards,High School,Skilled Manual,4
9311,20310,Timothy,Ramirez,Partial College,Skilled Manual,54
9312,20311,Cole,Bell,Partial College,Skilled Manual,39
9316,20315,Devin,Ramirez,Partial College,Skilled Manual,4
7877,18876,Luke,Chen,Graduate Degree,Management,41
7878,18877,Evan,Hall,Graduate Degree,Management,16
7879,18878,Mallory,Ramos,Bachelors,Management,28
7880,18879,Garrett,Morgan,Bachelors,Management,28
7882,18881,Kimberly,James,Graduate Degree,Management,25
7887,18886,Donald,McDonald,Partial High School,Clerical,92
14024,25023,Carolyn,Sanz,Bachelors,Professional,12
6490,17489,Jack,Evans,Partial College,Skilled Manual,55
9297,20296,Morgan,Diaz,Partial College,Skilled Manual,15
9314,20313,Oscar,Bennett,Partial College,Skilled Manual,3
14040,25039,Alexis,Clark,High School,Skilled Manual,78
7881,18880,Jarrod,Sanchez,Graduate Degree,Management,3
9323,20322,Rachel,Wood,Partial College,Professional,47
3610,14609,Julia,Phillips,Bachelors,Skilled Manual,31
3613,14612,Ernest,Zhang,Bachelors,Professional,41
3614,14613,Glenn,Huang,Bachelors,Professional,53
3615,14614,Dylan,Bryant,Bachelors,Professional,28
3617,14616,Emma,Sandberg,Bachelors,Professional,30
3618,14617,Aaron,Flores,Bachelors,Professional,84
3619,14618,Gabrielle,Baker,Graduate Degree,Professional,80
3620,14619,Nathaniel,Sanders,Graduate Degree,Professional,80
9433,20432,Juan,Sanders,High School,Skilled Manual,89
9434,20433,Chloe,Taylor,High School,Skilled Manual,87
9435,20434,Nathan,Sharma,Partial College,Skilled Manual,40
9437,20436,Anna,Barnes,Partial College,Skilled Manual,33
9438,20437,Gabriella,Howard,Partial College,Skilled Manual,26
9439,20438,Robert,Scott,Partial College,Skilled Manual,26
9440,20439,Chloe,Rogers,Partial College,Skilled Manual,40
9443,20442,Jorge,Chen,Partial College,Professional,12
9444,20443,Adrian,Cox,Partial College,Professional,17
9485,20484,Gabriella,Morgan,Bachelors,Management,33
9486,20485,Richard,Reed,Bachelors,Management,39
9450,20449,Rachel,Walker,Partial College,Professional,15
9458,20457,Alexandra,Morris,Partial College,Professional,87
9459,20458,Erick,Subram,Partial College,Professional,15
9460,20459,Maria,Barnes,High School,Professional,24
9436,20435,Natalie,Green,Partial College,Skilled Manual,36
3621,14620,Kayla,Patterson,Graduate Degree,Professional,56
9441,20440,Alexandra,Hughes,Partial College,Skilled Manual,34
3611,14610,Lauren,Jenkins,Bachelors,Skilled Manual,11
3616,14615,Audrey,Dominguez,Bachelors,Professional,30
9549,20548,Phillip,Rodriguez,High School,Professional,62
3207,14206,Edwin,West,Partial High School,Professional,106
3699,14698,Diane,Navarro,Bachelors,Skilled Manual,59
3700,14699,Gerald,Munoz,Bachelors,Skilled Manual,107
11818,22817,Calvin,Nath,Bachelors,Management,109
11822,22821,Wendy,Munoz,Partial College,Professional,106
9550,20549,Jennifer,Morris,Partial College,Professional,57
3203,14202,Clayton,Zeng,Partial High School,Skilled Manual,108
11817,22816,Erica,Cai,Bachelors,Management,63
10471,21470,Stephanie,Jenkins,Partial College,Professional,24
10473,21472,Patrick,Ward,Partial College,Professional,55
10474,21473,Stacy,Rubio,High School,Professional,29
10476,21475,Cassidy,Alexander,Bachelors,Management,46
10477,21476,Hunter,Jenkins,Bachelors,Management,42
10478,21477,Katelyn,Watson,Bachelors,Management,23
10479,21478,Abigail,Reed,Bachelors,Management,31
10482,21481,Jose,Diaz,Partial College,Professional,84
10459,21458,Carson,Price,High School,Professional,36
10460,21459,Luis,Alexander,Bachelors,Management,32
10463,21462,Katelyn,Nelson,Bachelors,Management,9
10464,21463,Logan,Roberts,Bachelors,Management,37
10467,21466,Austin,Jones,Bachelors,Management,78
10468,21467,David,Harris,Bachelors,Management,88
10469,21468,Ethan,Yang,Bachelors,Management,6
10470,21469,Caitlin,Bell,Partial College,Professional,44
10461,21460,Jack,Carter,Bachelors,Management,37
10480,21479,Noah,Foster,Bachelors,Management,19
10466,21465,Austin,Shan,Bachelors,Management,13
10475,21474,Lucas,Gray,Partial College,Professional,82
10661,21660,Allison,Watson,Graduate Degree,Professional,23
10686,21685,Bailey,Green,Partial College,Clerical,88
10687,21686,Albert,Ortega,Partial College,Clerical,15
10688,21687,Sarah,Brown,Graduate Degree,Skilled Manual,44
10689,21688,Jesse,Morris,Graduate Degree,Skilled Manual,5
10693,21692,Savannah,Ward,Graduate Degree,Skilled Manual,14
18891,CS798,Unknown,Unknown,Unknown,Unknown,143
10690,21689,Olivia,Simmons,Graduate Degree,Skilled Manual,8
12452,23451,Taylor,James,High School,Professional,86
12453,23452,Eduardo,Watson,High School,Professional,19
12454,23453,Maurice,Deng,Partial College,Professional,16
12455,23454,Ryan,Wang,Partial College,Professional,38
12457,23456,Aidan,Simmons,Partial High School,Skilled Manual,6
12458,23457,Nicole,Rivera,Partial High School,Skilled Manual,41
12462,23461,Rachael,Smith,Partial College,Professional,3
12463,23462,Seth,Jones,Bachelors,Management,88
12466,23465,Grace,Russell,Partial College,Professional,3
12468,23467,Nicole,Bennett,Partial College,Professional,79
12472,23471,Jeremy,Baker,Partial College,Professional,37
12473,23472,Alyssa,Rodriguez,Partial College,Professional,20
12474,23473,Jesse,James,Partial College,Professional,48
12475,23474,Julia,Williams,Partial College,Professional,25
12478,23477,Marcus,Phillips,Partial College,Professional,47
12479,23478,Hailey,Cooper,Partial College,Professional,79
12480,23479,Fernando,Robinson,Partial College,Professional,81
12482,23481,Dustin,Xu,Partial College,Professional,41
12491,23490,Nicholas,Wilson,High School,Professional,74
12492,23491,Miguel,Taylor,Partial College,Professional,4
12509,23508,Blake,Jones,High School,Professional,82
12511,23510,Morgan,Cooper,Graduate Degree,Management,30
12027,23026,Jessica,Rogers,Partial College,Professional,55
12028,23027,Fernando,Griffin,Bachelors,Management,39
10785,21784,Mackenzie,Hernandez,Partial College,Professional,84
10786,21785,Tabitha,Rodriguez,Partial College,Professional,24
10787,21786,Alexis,Bennett,Bachelors,Management,44
10788,21787,Rebecca,Allen,Bachelors,Management,17
